date,location,statistic,deg_f,watershed
2020-10-04T00:00:00Z,wildcat,max,56.932475,battle creek
2020-10-04T00:00:00Z,wildcat,min,52.524125,battle creek
2020-10-04T00:00:00Z,wildcat,dif,4.408349999999999,battle creek
2020-10-04T00:00:00Z,colemandam,avg,56.755587500000004,battle creek
2020-10-04T00:00:00Z,colemandam,max,59.1940625,battle creek
2020-10-04T00:00:00Z,colemandam,min,52.5322625,battle creek
2020-10-04T00:00:00Z,colemandam,dif,6.6617999999999995,battle creek
2020-10-05T00:00:00Z,ubc,avg,59.07218125,battle creek
2020-10-05T00:00:00Z,ubc,max,61.23406250000001,battle creek
2020-10-05T00:00:00Z,ubc,min,55.046825,battle creek
2020-10-05T00:00:00Z,ubc,dif,6.187237500000009,battle creek
2020-10-05T00:00:00Z,wildcat,avg,55.62603125,battle creek
2020-10-05T00:00:00Z,wildcat,max,56.8773125,battle creek
2020-10-05T00:00:00Z,wildcat,min,52.8626,battle creek
2020-10-05T00:00:00Z,wildcat,dif,4.014712500000002,battle creek
2020-10-05T00:00:00Z,colemandam,avg,56.287431250000004,battle creek
2020-10-05T00:00:00Z,colemandam,max,57.913362500000005,battle creek
2020-10-05T00:00:00Z,colemandam,min,52.599875,battle creek
2020-10-05T00:00:00Z,colemandam,dif,5.313487500000008,battle creek
2020-10-06T00:00:00Z,ubc,avg,59.03869375,battle creek
2020-10-06T00:00:00Z,ubc,max,61.345850000000006,battle creek
2020-10-06T00:00:00Z,ubc,min,55.9761125,battle creek
2020-10-06T00:00:00Z,ubc,dif,5.3697375000000065,battle creek
2020-10-06T00:00:00Z,wildcat,avg,55.651731250000005,battle creek
2020-10-06T00:00:00Z,wildcat,max,57.069275000000005,battle creek
2020-10-06T00:00:00Z,wildcat,min,53.723487500000005,battle creek
2020-10-06T00:00:00Z,wildcat,dif,3.3457875,battle creek
2020-10-06T00:00:00Z,colemandam,avg,56.36490625,battle creek
2020-10-06T00:00:00Z,colemandam,max,57.9563,battle creek
2020-10-06T00:00:00Z,colemandam,min,53.6551625,battle creek
2020-10-06T00:00:00Z,colemandam,dif,4.301137499999996,battle creek
2020-10-07T00:00:00Z,ubc,avg,58.77485625,battle creek
2020-10-07T00:00:00Z,ubc,max,60.9777125,battle creek
2020-10-07T00:00:00Z,ubc,min,56.720600000000005,battle creek
2020-10-07T00:00:00Z,ubc,dif,4.257112499999998,battle creek
2020-10-07T00:00:00Z,wildcat,avg,55.568012499999995,battle creek
2020-10-07T00:00:00Z,wildcat,max,57.156875,battle creek
2020-10-07T00:00:00Z,wildcat,min,54.1647125,battle creek
2020-10-07T00:00:00Z,wildcat,dif,2.992162499999999,battle creek
2020-10-07T00:00:00Z,colemandam,avg,56.16680625,battle creek
2020-10-07T00:00:00Z,colemandam,max,57.963575,battle creek
2020-10-07T00:00:00Z,colemandam,min,54.2735,battle creek
2020-10-07T00:00:00Z,colemandam,dif,3.690075,battle creek
2020-10-08T00:00:00Z,ubc,avg,58.53589375,battle creek
2020-10-08T00:00:00Z,ubc,max,60.640925,battle creek
2020-10-08T00:00:00Z,ubc,min,57.057725000000005,battle creek
2020-10-08T00:00:00Z,ubc,dif,3.583199999999998,battle creek
2020-10-08T00:00:00Z,wildcat,avg,55.2581625,battle creek
2020-10-08T00:00:00Z,wildcat,max,56.825262499999994,battle creek
2020-10-08T00:00:00Z,wildcat,min,53.9230625,battle creek
2020-10-08T00:00:00Z,wildcat,dif,2.9021999999999935,battle creek
2020-10-08T00:00:00Z,colemandam,avg,55.849500000000006,battle creek
2020-10-08T00:00:00Z,colemandam,max,57.503,battle creek
2020-10-08T00:00:00Z,colemandam,min,53.8353125,battle creek
2020-10-08T00:00:00Z,colemandam,dif,3.6676874999999995,battle creek
2020-10-09T00:00:00Z,ubc,avg,58.009818749999994,battle creek
2020-10-09T00:00:00Z,ubc,max,60.4319,battle creek
2020-10-09T00:00:00Z,ubc,min,55.1552375,battle creek
2020-10-09T00:00:00Z,ubc,dif,5.2766625000000005,battle creek
2020-10-09T00:00:00Z,wildcat,avg,54.8021375,battle creek
2020-10-09T00:00:00Z,wildcat,max,56.803025,battle creek
2020-10-09T00:00:00Z,wildcat,min,52.4537375,battle creek
2020-10-09T00:00:00Z,wildcat,dif,4.3492874999999955,battle creek
2020-10-09T00:00:00Z,colemandam,avg,55.273875000000004,battle creek
2020-10-09T00:00:00Z,colemandam,max,57.1787375,battle creek
2020-10-09T00:00:00Z,colemandam,min,52.9688375,battle creek
2020-10-09T00:00:00Z,colemandam,dif,4.2098999999999975,battle creek
2020-10-10T00:00:00Z,ubc,avg,56.840999999999994,battle creek
2020-10-10T00:00:00Z,ubc,max,60.0149,battle creek
2020-10-10T00:00:00Z,ubc,min,52.3415375,battle creek
2020-10-10T00:00:00Z,ubc,dif,7.673362499999996,battle creek
2020-10-10T00:00:00Z,wildcat,avg,54.09085,battle creek
2020-10-10T00:00:00Z,wildcat,max,56.56966250000001,battle creek
2020-10-10T00:00:00Z,wildcat,min,50.1044375,battle creek
2020-10-10T00:00:00Z,wildcat,dif,6.465225000000004,battle creek
2020-10-10T00:00:00Z,colemandam,avg,54.327693749999995,battle creek
2020-10-10T00:00:00Z,colemandam,max,56.8417625,battle creek
2020-10-10T00:00:00Z,colemandam,min,50.0581625,battle creek
2020-10-10T00:00:00Z,colemandam,dif,6.7836,battle creek
2020-10-11T00:00:00Z,ubc,avg,56.2763125,battle creek
2020-10-11T00:00:00Z,ubc,max,59.8035875,battle creek
2020-10-11T00:00:00Z,ubc,min,52.121337499999996,battle creek
2020-10-11T00:00:00Z,ubc,dif,7.682250000000003,battle creek
2020-10-11T00:00:00Z,wildcat,avg,53.728337499999995,battle creek
2020-10-11T00:00:00Z,wildcat,max,56.426525,battle creek
2020-10-11T00:00:00Z,wildcat,min,50.559799999999996,battle creek
2020-10-11T00:00:00Z,wildcat,dif,5.866725000000002,battle creek
2020-10-11T00:00:00Z,colemandam,avg,53.9299625,battle creek
2020-10-11T00:00:00Z,colemandam,max,56.7717875,battle creek
2020-10-11T00:00:00Z,colemandam,min,50.756187499999996,battle creek
2020-10-11T00:00:00Z,colemandam,dif,6.015600000000006,battle creek
2020-10-12T00:00:00Z,ubc,avg,55.27739,battle creek
2020-10-12T00:00:00Z,ubc,max,59.5643375,battle creek
2020-10-12T00:00:00Z,ubc,min,52.269125,battle creek
2020-10-12T00:00:00Z,ubc,dif,7.295212499999998,battle creek
2020-10-12T00:00:00Z,wildcat,avg,53.18778125,battle creek
2020-10-12T00:00:00Z,wildcat,max,56.215925,battle creek
2020-10-12T00:00:00Z,wildcat,min,51.04235,battle creek
2020-10-12T00:00:00Z,wildcat,dif,5.173575,battle creek
2020-10-12T00:00:00Z,colemandam,avg,53.058804464285714,battle creek
2020-10-12T00:00:00Z,colemandam,max,55.31171428571429,battle creek
2020-10-12T00:00:00Z,colemandam,min,49.402437500000005,battle creek
2020-10-12T00:00:00Z,colemandam,dif,5.909276785714283,battle creek
2020-10-13T00:00:00Z,ubc,avg,55.5207125,battle creek
2020-10-13T00:00:00Z,ubc,max,59.23295,battle creek
2020-10-13T00:00:00Z,ubc,min,53.59895,battle creek
2020-10-13T00:00:00Z,ubc,dif,5.634,battle creek
2020-10-13T00:00:00Z,wildcat,avg,53.49919375,battle creek
2020-10-13T00:00:00Z,wildcat,max,56.0194625,battle creek
2020-10-13T00:00:00Z,wildcat,min,51.546162499999994,battle creek
2020-10-13T00:00:00Z,wildcat,dif,4.473300000000009,battle creek
2020-10-13T00:00:00Z,colemandam,avg,53.084255,battle creek
2020-10-13T00:00:00Z,colemandam,max,54.80225,battle creek
2020-10-13T00:00:00Z,colemandam,min,51.3282875,battle creek
2020-10-13T00:00:00Z,colemandam,dif,3.473962499999999,battle creek
2020-10-14T00:00:00Z,ubc,avg,55.6266575,battle creek
2020-10-14T00:00:00Z,ubc,max,58.824912499999996,battle creek
2020-10-14T00:00:00Z,ubc,min,53.4822125,battle creek
2020-10-14T00:00:00Z,ubc,dif,5.342699999999994,battle creek
2020-10-14T00:00:00Z,wildcat,avg,53.633506249999996,battle creek
2020-10-14T00:00:00Z,wildcat,max,55.663624999999996,battle creek
2020-10-14T00:00:00Z,wildcat,min,51.2778125,battle creek
2020-10-14T00:00:00Z,wildcat,dif,4.385812499999993,battle creek
2020-10-14T00:00:00Z,colemandam,avg,53.3308325,battle creek
2020-10-14T00:00:00Z,colemandam,max,56.2919375,battle creek
2020-10-14T00:00:00Z,colemandam,min,51.06762500000001,battle creek
2020-10-14T00:00:00Z,colemandam,dif,5.224312499999996,battle creek
2020-10-15T00:00:00Z,ubc,avg,55.3188875,battle creek
2020-10-15T00:00:00Z,ubc,max,58.6454375,battle creek
2020-10-15T00:00:00Z,ubc,min,53.475350000000006,battle creek
2020-10-15T00:00:00Z,ubc,dif,5.170087499999994,battle creek
2020-10-15T00:00:00Z,wildcat,avg,53.548474999999996,battle creek
2020-10-15T00:00:00Z,wildcat,max,55.659275,battle creek
2020-10-15T00:00:00Z,wildcat,min,51.592775,battle creek
2020-10-15T00:00:00Z,wildcat,dif,4.066499999999998,battle creek
2020-10-15T00:00:00Z,colemandam,avg,53.31158,battle creek
2020-10-15T00:00:00Z,colemandam,max,56.895125,battle creek
2020-10-15T00:00:00Z,colemandam,min,51.3635375,battle creek
2020-10-15T00:00:00Z,colemandam,dif,5.5315875000000005,battle creek
2020-10-16T00:00:00Z,ubc,avg,55.321467500000004,battle creek
2020-10-16T00:00:00Z,ubc,max,58.46585,battle creek
2020-10-16T00:00:00Z,ubc,min,53.57900000000001,battle creek
2020-10-16T00:00:00Z,ubc,dif,4.8868499999999955,battle creek
2020-10-16T00:00:00Z,wildcat,avg,53.71025625,battle creek
2020-10-16T00:00:00Z,wildcat,max,55.167725000000004,battle creek
2020-10-16T00:00:00Z,wildcat,min,52.2468875,battle creek
2020-10-16T00:00:00Z,wildcat,dif,2.9208375000000046,battle creek
2020-10-16T00:00:00Z,colemandam,avg,53.3373275,battle creek
2020-10-16T00:00:00Z,colemandam,max,56.54022499999999,battle creek
2020-10-16T00:00:00Z,colemandam,min,51.35165,battle creek
2020-10-16T00:00:00Z,colemandam,dif,5.188574999999993,battle creek
2020-10-17T00:00:00Z,ubc,avg,55.91052500000001,battle creek
2020-10-17T00:00:00Z,ubc,max,58.0598375,battle creek
2020-10-17T00:00:00Z,ubc,min,54.08285,battle creek
2020-10-17T00:00:00Z,ubc,dif,3.9769875,battle creek
2020-10-17T00:00:00Z,wildcat,avg,53.9058625,battle creek
2020-10-17T00:00:00Z,wildcat,max,54.9550625,battle creek
2020-10-17T00:00:00Z,wildcat,min,52.7010875,battle creek
2020-10-17T00:00:00Z,wildcat,dif,2.253974999999997,battle creek
2020-10-17T00:00:00Z,colemandam,avg,53.868845,battle creek
2020-10-17T00:00:00Z,colemandam,max,56.786675,battle creek
2020-10-17T00:00:00Z,colemandam,min,51.918875,battle creek
2020-10-17T00:00:00Z,colemandam,dif,4.867800000000003,battle creek
2020-10-18T00:00:00Z,ubc,avg,55.734785,battle creek
2020-10-18T00:00:00Z,ubc,max,57.9893,battle creek
2020-10-18T00:00:00Z,ubc,min,54.1849625,battle creek
2020-10-18T00:00:00Z,ubc,dif,3.8043375000000026,battle creek
2020-10-18T00:00:00Z,wildcat,avg,53.902,battle creek
2020-10-18T00:00:00Z,wildcat,max,55.6314125,battle creek
2020-10-18T00:00:00Z,wildcat,min,52.1865875,battle creek
2020-10-18T00:00:00Z,wildcat,dif,3.4448250000000016,battle creek
2020-10-18T00:00:00Z,colemandam,avg,53.606232500000004,battle creek
2020-10-18T00:00:00Z,colemandam,max,57.0803375,battle creek
2020-10-18T00:00:00Z,colemandam,min,51.2904875,battle creek
2020-10-18T00:00:00Z,colemandam,dif,5.789850000000001,battle creek
2020-10-19T00:00:00Z,ubc,avg,55.4920925,battle creek
2020-10-19T00:00:00Z,ubc,max,57.9000875,battle creek
2020-10-19T00:00:00Z,ubc,min,52.561325,battle creek
2020-10-19T00:00:00Z,ubc,dif,5.338762500000001,battle creek
2020-10-19T00:00:00Z,wildcat,avg,53.99200625,battle creek
2020-10-19T00:00:00Z,wildcat,max,55.754712500000004,battle creek
2020-10-19T00:00:00Z,wildcat,min,51.495725,battle creek
2020-10-19T00:00:00Z,wildcat,dif,4.2589875000000035,battle creek
2020-10-19T00:00:00Z,colemandam,avg,53.6707175,battle creek
2020-10-19T00:00:00Z,colemandam,max,57.307437500000006,battle creek
2020-10-19T00:00:00Z,colemandam,min,49.829787499999995,battle creek
2020-10-19T00:00:00Z,colemandam,dif,7.477650000000011,battle creek
2020-10-20T00:00:00Z,ubc,avg,56.050375,battle creek
2020-10-20T00:00:00Z,ubc,max,58.132400000000004,battle creek
2020-10-20T00:00:00Z,ubc,min,53.764587500000005,battle creek
2020-10-20T00:00:00Z,ubc,dif,4.367812499999999,battle creek
2020-10-20T00:00:00Z,wildcat,avg,54.08650625,battle creek
2020-10-20T00:00:00Z,wildcat,max,55.536950000000004,battle creek
2020-10-20T00:00:00Z,wildcat,min,52.343,battle creek
2020-10-20T00:00:00Z,wildcat,dif,3.193950000000001,battle creek
2020-10-20T00:00:00Z,colemandam,avg,53.8057925,battle creek
2020-10-20T00:00:00Z,colemandam,max,56.3466875,battle creek
2020-10-20T00:00:00Z,colemandam,min,51.376662499999995,battle creek
2020-10-20T00:00:00Z,colemandam,dif,4.970025000000007,battle creek
2020-10-21T00:00:00Z,ubc,avg,56.35095625,battle creek
2020-10-21T00:00:00Z,ubc,max,58.02575,battle creek
2020-10-21T00:00:00Z,ubc,min,54.3935375,battle creek
2020-10-21T00:00:00Z,ubc,dif,3.6322125000000014,battle creek
2020-10-21T00:00:00Z,wildcat,avg,54.354256250000006,battle creek
2020-10-21T00:00:00Z,wildcat,max,55.446537500000005,battle creek
2020-10-21T00:00:00Z,wildcat,min,52.8385625,battle creek
2020-10-21T00:00:00Z,wildcat,dif,2.6079750000000033,battle creek
2020-10-21T00:00:00Z,colemandam,avg,54.221285,battle creek
2020-10-21T00:00:00Z,colemandam,max,56.011325,battle creek
2020-10-21T00:00:00Z,colemandam,min,52.125875,battle creek
2020-10-21T00:00:00Z,colemandam,dif,3.8854499999999987,battle creek
2020-10-22T00:00:00Z,ubc,avg,56.972725000000004,battle creek
2020-10-22T00:00:00Z,ubc,max,58.443725,battle creek
2020-10-22T00:00:00Z,ubc,min,54.5705375,battle creek
2020-10-22T00:00:00Z,ubc,dif,3.8731875000000002,battle creek
2020-10-22T00:00:00Z,wildcat,avg,54.49665625,battle creek
2020-10-22T00:00:00Z,wildcat,max,55.2705125,battle creek
2020-10-22T00:00:00Z,wildcat,min,52.9887125,battle creek
2020-10-22T00:00:00Z,wildcat,dif,2.281800000000004,battle creek
2020-10-22T00:00:00Z,colemandam,avg,54.4982675,battle creek
2020-10-22T00:00:00Z,colemandam,max,56.089775,battle creek
2020-10-22T00:00:00Z,colemandam,min,52.4147375,battle creek
2020-10-22T00:00:00Z,colemandam,dif,3.675037500000002,battle creek
2020-10-23T00:00:00Z,ubc,avg,55.563537499999995,battle creek
2020-10-23T00:00:00Z,ubc,max,56.947025000000004,battle creek
2020-10-23T00:00:00Z,ubc,min,53.8719125,battle creek
2020-10-23T00:00:00Z,ubc,dif,3.075112500000003,battle creek
2020-10-23T00:00:00Z,wildcat,avg,53.502300000000005,battle creek
2020-10-23T00:00:00Z,wildcat,max,54.4892,battle creek
2020-10-23T00:00:00Z,wildcat,min,51.920525,battle creek
2020-10-23T00:00:00Z,wildcat,dif,2.568674999999999,battle creek
2020-10-23T00:00:00Z,colemandam,avg,53.515302500000004,battle creek
2020-10-23T00:00:00Z,colemandam,max,54.58070000000001,battle creek
2020-10-23T00:00:00Z,colemandam,min,51.9693875,battle creek
2020-10-23T00:00:00Z,colemandam,dif,2.611312500000004,battle creek
2020-10-24T00:00:00Z,ubc,avg,54.50464375,battle creek
2020-10-24T00:00:00Z,ubc,max,55.8964625,battle creek
2020-10-24T00:00:00Z,ubc,min,52.4046875,battle creek
2020-10-24T00:00:00Z,ubc,dif,3.491774999999997,battle creek
2020-10-24T00:00:00Z,wildcat,avg,52.804175,battle creek
2020-10-24T00:00:00Z,wildcat,max,53.458925,battle creek
2020-10-24T00:00:00Z,wildcat,min,51.75335,battle creek
2020-10-24T00:00:00Z,wildcat,dif,1.7055750000000032,battle creek
2020-10-24T00:00:00Z,colemandam,avg,52.721554999999995,battle creek
2020-10-24T00:00:00Z,colemandam,max,53.6182625,battle creek
2020-10-24T00:00:00Z,colemandam,min,51.87361249999999,battle creek
2020-10-24T00:00:00Z,colemandam,dif,1.7446500000000071,battle creek
2020-10-25T00:00:00Z,ubc,avg,54.359674999999996,battle creek
2020-10-25T00:00:00Z,ubc,max,56.34140000000001,battle creek
2020-10-25T00:00:00Z,ubc,min,53.318,battle creek
2020-10-25T00:00:00Z,ubc,dif,3.0234000000000094,battle creek
2020-10-25T00:00:00Z,wildcat,avg,52.749868750000005,battle creek
2020-10-25T00:00:00Z,wildcat,max,54.38885,battle creek
2020-10-25T00:00:00Z,wildcat,min,50.8575125,battle creek
2020-10-25T00:00:00Z,wildcat,dif,3.5313374999999994,battle creek
2020-10-25T00:00:00Z,colemandam,avg,52.652300000000004,battle creek
2020-10-25T00:00:00Z,colemandam,max,54.360725,battle creek
2020-10-25T00:00:00Z,colemandam,min,51.46115,battle creek
2020-10-25T00:00:00Z,colemandam,dif,2.8995749999999987,battle creek
2020-10-26T00:00:00Z,ubc,avg,53.53705,battle creek
2020-10-26T00:00:00Z,ubc,max,55.203424999999996,battle creek
2020-10-26T00:00:00Z,ubc,min,52.4273,battle creek
2020-10-26T00:00:00Z,ubc,dif,2.7761249999999933,battle creek
2020-10-26T00:00:00Z,wildcat,avg,52.0291375,battle creek
2020-10-26T00:00:00Z,wildcat,max,53.673500000000004,battle creek
2020-10-26T00:00:00Z,wildcat,min,51.1788875,battle creek
2020-10-26T00:00:00Z,wildcat,dif,2.4946125000000023,battle creek
2020-10-26T00:00:00Z,colemandam,avg,51.9666275,battle creek
2020-10-26T00:00:00Z,colemandam,max,53.565875000000005,battle creek
2020-10-26T00:00:00Z,colemandam,min,50.788325,battle creek
2020-10-26T00:00:00Z,colemandam,dif,2.777550000000005,battle creek
2020-10-27T00:00:00Z,ubc,avg,52.511825,battle creek
2020-10-27T00:00:00Z,ubc,max,55.818349999999995,battle creek
2020-10-27T00:00:00Z,ubc,min,49.9990625,battle creek
2020-10-27T00:00:00Z,ubc,dif,5.819287499999994,battle creek
2020-10-27T00:00:00Z,wildcat,avg,51.17853125,battle creek
2020-10-27T00:00:00Z,wildcat,max,54.001287500000004,battle creek
2020-10-27T00:00:00Z,wildcat,min,48.963612499999996,battle creek
2020-10-27T00:00:00Z,wildcat,dif,5.037675000000007,battle creek
2020-10-27T00:00:00Z,colemandam,avg,50.618472499999996,battle creek
2020-10-27T00:00:00Z,colemandam,max,54.165875,battle creek
2020-10-27T00:00:00Z,colemandam,min,47.6859875,battle creek
2020-10-27T00:00:00Z,colemandam,dif,6.479887499999997,battle creek
2020-10-28T00:00:00Z,ubc,avg,52.17329375,battle creek
2020-10-28T00:00:00Z,ubc,max,56.4632375,battle creek
2020-10-28T00:00:00Z,ubc,min,49.1544875,battle creek
2020-10-28T00:00:00Z,ubc,dif,7.308749999999996,battle creek
2020-10-28T00:00:00Z,wildcat,avg,51.204181250000005,battle creek
2020-10-28T00:00:00Z,wildcat,max,54.1364,battle creek
2020-10-28T00:00:00Z,wildcat,min,48.4637,battle creek
2020-10-28T00:00:00Z,wildcat,dif,5.672699999999999,battle creek
2020-10-28T00:00:00Z,colemandam,avg,50.5715075,battle creek
2020-10-28T00:00:00Z,colemandam,max,54.442400000000006,battle creek
2020-10-28T00:00:00Z,colemandam,min,47.2892375,battle creek
2020-10-28T00:00:00Z,colemandam,dif,7.153162500000008,battle creek
2020-10-29T00:00:00Z,ubc,avg,52.057575,battle creek
2020-10-29T00:00:00Z,ubc,max,55.291925000000006,battle creek
2020-10-29T00:00:00Z,ubc,min,48.7595,battle creek
2020-10-29T00:00:00Z,ubc,dif,6.5324250000000035,battle creek
2020-10-29T00:00:00Z,wildcat,avg,51.14443125,battle creek
2020-10-29T00:00:00Z,wildcat,max,53.326775,battle creek
2020-10-29T00:00:00Z,wildcat,min,48.290525,battle creek
2020-10-29T00:00:00Z,wildcat,dif,5.0362499999999955,battle creek
2020-10-29T00:00:00Z,colemandam,avg,50.58317,battle creek
2020-10-29T00:00:00Z,colemandam,max,53.3462375,battle creek
2020-10-29T00:00:00Z,colemandam,min,47.4437375,battle creek
2020-10-29T00:00:00Z,colemandam,dif,5.902500000000003,battle creek
2020-10-30T00:00:00Z,ubc,avg,51.778975,battle creek
2020-10-30T00:00:00Z,ubc,max,56.6411375,battle creek
2020-10-30T00:00:00Z,ubc,min,47.11295,battle creek
2020-10-30T00:00:00Z,ubc,dif,9.528187500000001,battle creek
2020-10-30T00:00:00Z,wildcat,avg,50.76805,battle creek
2020-10-30T00:00:00Z,wildcat,max,54.141575,battle creek
2020-10-30T00:00:00Z,wildcat,min,46.7806625,battle creek
2020-10-30T00:00:00Z,wildcat,dif,7.360912500000005,battle creek
2020-10-30T00:00:00Z,colemandam,avg,50.11352,battle creek
2020-10-30T00:00:00Z,colemandam,max,54.1416125,battle creek
2020-10-30T00:00:00Z,colemandam,min,45.6764375,battle creek
2020-10-30T00:00:00Z,colemandam,dif,8.465175000000002,battle creek
2020-10-31T00:00:00Z,ubc,avg,51.963687500000006,battle creek
2020-10-31T00:00:00Z,ubc,max,56.37361249999999,battle creek
2020-10-31T00:00:00Z,ubc,min,47.6514875,battle creek
2020-10-31T00:00:00Z,ubc,dif,8.722124999999991,battle creek
2020-10-31T00:00:00Z,wildcat,avg,51.085475,battle creek
2020-10-31T00:00:00Z,wildcat,max,53.812062499999996,battle creek
2020-10-31T00:00:00Z,wildcat,min,47.6169125,battle creek
2020-10-31T00:00:00Z,wildcat,dif,6.195149999999998,battle creek
2020-10-31T00:00:00Z,colemandam,avg,50.3534525,battle creek
2020-10-31T00:00:00Z,colemandam,max,53.383625,battle creek
2020-10-31T00:00:00Z,colemandam,min,46.6069625,battle creek
2020-10-31T00:00:00Z,colemandam,dif,6.7766625000000005,battle creek
2020-11-01T00:00:00Z,ubc,avg,52.6258625,battle creek
2020-11-01T00:00:00Z,ubc,max,55.814375,battle creek
2020-11-01T00:00:00Z,ubc,min,48.9445625,battle creek
2020-11-01T00:00:00Z,ubc,dif,6.869812499999995,battle creek
2020-11-01T00:00:00Z,wildcat,avg,51.613749999999996,battle creek
2020-11-01T00:00:00Z,wildcat,max,53.869325,battle creek
2020-11-01T00:00:00Z,wildcat,min,48.345725,battle creek
2020-11-01T00:00:00Z,wildcat,dif,5.523600000000002,battle creek
2020-11-01T00:00:00Z,colemandam,avg,51.37916,battle creek
2020-11-01T00:00:00Z,colemandam,max,54.41015,battle creek
2020-11-01T00:00:00Z,colemandam,min,48.0207875,battle creek
2020-11-01T00:00:00Z,colemandam,dif,6.389362500000004,battle creek
2020-11-02T00:00:00Z,ubc,avg,52.9006625,battle creek
2020-11-02T00:00:00Z,ubc,max,56.057075000000005,battle creek
2020-11-02T00:00:00Z,ubc,min,50.0365625,battle creek
2020-11-02T00:00:00Z,ubc,dif,6.020512500000002,battle creek
2020-11-02T00:00:00Z,wildcat,avg,51.787325,battle creek
2020-11-02T00:00:00Z,wildcat,max,53.670162500000004,battle creek
2020-11-02T00:00:00Z,wildcat,min,49.328787500000004,battle creek
2020-11-02T00:00:00Z,wildcat,dif,4.341374999999999,battle creek
2020-11-02T00:00:00Z,colemandam,avg,51.954495800000004,battle creek
2020-11-02T00:00:00Z,colemandam,max,54.368,battle creek
2020-11-02T00:00:00Z,colemandam,min,49.182424999999995,battle creek
2020-11-02T00:00:00Z,colemandam,dif,5.185575000000007,battle creek
2020-11-03T00:00:00Z,ubc,avg,52.7349015,battle creek
2020-11-03T00:00:00Z,ubc,max,54.9794375,battle creek
2020-11-03T00:00:00Z,ubc,min,49.147025,battle creek
2020-11-03T00:00:00Z,ubc,dif,5.832412500000004,battle creek
2020-11-03T00:00:00Z,wildcat,avg,51.63214225,battle creek
2020-11-03T00:00:00Z,wildcat,max,53.225562499999995,battle creek
2020-11-03T00:00:00Z,wildcat,min,48.869524999999996,battle creek
2020-11-03T00:00:00Z,wildcat,dif,4.356037499999999,battle creek
2020-11-03T00:00:00Z,colemandam,avg,52.1534453,battle creek
2020-11-03T00:00:00Z,colemandam,max,53.597337499999995,battle creek
2020-11-03T00:00:00Z,colemandam,min,49.857764,battle creek
2020-11-03T00:00:00Z,colemandam,dif,3.7395734999999917,battle creek
2020-11-04T00:00:00Z,ubc,avg,53.32788925,battle creek
2020-11-04T00:00:00Z,ubc,max,56.809137500000006,battle creek
2020-11-04T00:00:00Z,ubc,min,49.5248,battle creek
2020-11-04T00:00:00Z,ubc,dif,7.284337500000007,battle creek
2020-11-04T00:00:00Z,wildcat,avg,52.246595,battle creek
2020-11-04T00:00:00Z,wildcat,max,54.5474375,battle creek
2020-11-04T00:00:00Z,wildcat,min,50.0063,battle creek
2020-11-04T00:00:00Z,wildcat,dif,4.541137499999998,battle creek
2020-11-04T00:00:00Z,colemandam,avg,52.845962,battle creek
2020-11-04T00:00:00Z,colemandam,max,54.5615375,battle creek
2020-11-04T00:00:00Z,colemandam,min,50.3680625,battle creek
2020-11-04T00:00:00Z,colemandam,dif,4.193474999999999,battle creek
2020-11-05T00:00:00Z,ubc,avg,53.106080750000004,battle creek
2020-11-05T00:00:00Z,ubc,max,55.875271999999995,battle creek
2020-11-05T00:00:00Z,ubc,min,50.9151125,battle creek
2020-11-05T00:00:00Z,ubc,dif,4.960159499999996,battle creek
2020-11-05T00:00:00Z,wildcat,avg,51.98929625,battle creek
2020-11-05T00:00:00Z,wildcat,max,54.08384,battle creek
2020-11-05T00:00:00Z,wildcat,min,50.7995375,battle creek
2020-11-05T00:00:00Z,wildcat,dif,3.2843025000000026,battle creek
2020-11-05T00:00:00Z,colemandam,avg,52.1061974,battle creek
2020-11-05T00:00:00Z,colemandam,max,54.306212,battle creek
2020-11-05T00:00:00Z,colemandam,min,50.8475375,battle creek
2020-11-05T00:00:00Z,colemandam,dif,3.4586745000000008,battle creek
2020-11-06T00:00:00Z,ubc,avg,53.35103599999999,battle creek
2020-11-06T00:00:00Z,ubc,max,56.7831125,battle creek
2020-11-06T00:00:00Z,ubc,min,51.1343375,battle creek
2020-11-06T00:00:00Z,ubc,dif,5.6487750000000005,battle creek
2020-11-06T00:00:00Z,wildcat,avg,52.210537,battle creek
2020-11-06T00:00:00Z,wildcat,max,54.307925000000004,battle creek
2020-11-06T00:00:00Z,wildcat,min,49.9580375,battle creek
2020-11-06T00:00:00Z,wildcat,dif,4.349887500000001,battle creek
2020-11-06T00:00:00Z,colemandam,avg,52.2401075,battle creek
2020-11-06T00:00:00Z,colemandam,max,54.6042875,battle creek
2020-11-06T00:00:00Z,colemandam,min,51.17885,battle creek
2020-11-06T00:00:00Z,colemandam,dif,3.425437500000001,battle creek
2020-11-07T00:00:00Z,ubc,avg,52.00149775,battle creek
2020-11-07T00:00:00Z,ubc,max,53.9771,battle creek
2020-11-07T00:00:00Z,ubc,min,49.67881250000001,battle creek
2020-11-07T00:00:00Z,ubc,dif,4.298287499999994,battle creek
2020-11-07T00:00:00Z,wildcat,avg,50.85531425,battle creek
2020-11-07T00:00:00Z,wildcat,max,51.850625,battle creek
2020-11-07T00:00:00Z,wildcat,min,49.8719375,battle creek
2020-11-07T00:00:00Z,wildcat,dif,1.9786874999999995,battle creek
2020-11-07T00:00:00Z,colemandam,avg,50.7136565,battle creek
