date,watershed,mean_daily_temp_F,mean_daily_temp_C
1979-05-10,Clear Creek,48.91205978393555,9.39558876885308
1979-05-10,Cottonwood Creek,57.65422058105469,14.252344767252604
1979-05-10,Upper Sacramento River,56.43099212646485,13.572773403591583
1979-05-11,Clear Creek,49.101226806640625,9.500681559244791
1979-05-11,Cottonwood Creek,58.88175201416016,14.934306674533424
1979-05-11,Upper Sacramento River,57.24542236328125,14.02523464626736
1979-05-12,Clear Creek,49.397029876708984,9.665016598171658
1979-05-12,Cottonwood Creek,60.04536819458008,15.580760108100044
1979-05-12,Upper Sacramento River,57.981536865234375,14.43418714735243
1979-05-13,Clear Creek,49.71548843383789,9.841938018798828
1979-05-13,Cottonwood Creek,61.13492202758789,16.186067793104385
1979-05-13,Upper Sacramento River,58.744659423828125,14.858144124348959
1979-05-14,Clear Creek,49.67388916015625,9.818827311197916
1979-05-14,Cottonwood Creek,61.72824478149414,16.51569154527452
1979-05-14,Upper Sacramento River,58.991065979003906,14.99503665500217
1979-05-15,Clear Creek,50.97174453735352,10.539858076307512
1979-05-15,Cottonwood Creek,61.87165069580078,16.5953614976671
1979-05-15,Upper Sacramento River,58.73818588256836,14.854547712537977
1979-05-16,Clear Creek,52.75348663330078,11.529714796278212
1979-05-16,Cottonwood Creek,61.550872802734375,16.417151557074654
1979-05-16,Upper Sacramento River,58.39692687988281,14.664959377712673
1979-05-17,Clear Creek,50.72995376586914,10.4055298699273
1979-05-17,Cottonwood Creek,60.93703079223633,16.076128217909073
1979-05-17,Upper Sacramento River,57.625762939453125,14.236534966362846
1979-05-18,Clear Creek,50.88573455810547,10.492074754503038
1979-05-18,Cottonwood Creek,61.10872650146485,16.171514723036026
1979-05-18,Upper Sacramento River,57.478240966796875,14.154578314887154
1979-05-19,Clear Creek,51.36406326293945,10.757812923855251
1979-05-19,Cottonwood Creek,62.02043151855469,16.67801751030816
1979-05-19,Upper Sacramento River,58.003807067871094,14.446559482150608
1979-05-20,Clear Creek,52.27830123901367,11.26572291056315
1979-05-20,Cottonwood Creek,61.66156768798828,16.478648715549046
1979-05-20,Upper Sacramento River,57.181861877441406,13.989923265245226
1979-05-21,Clear Creek,53.95487976074219,12.197155422634548
1979-05-21,Cottonwood Creek,60.664058685302734,15.924477047390408
1979-05-21,Upper Sacramento River,56.3206787109375,13.511488172743055
1979-05-22,Clear Creek,52.682525634765625,11.490292019314236
1979-05-22,Cottonwood Creek,59.62855911254883,15.349199506971571
1979-05-22,Upper Sacramento River,55.568206787109375,13.093448215060764
1979-05-23,Clear Creek,51.17637634277344,10.653542412651909
1979-05-23,Cottonwood Creek,59.00670623779297,15.00372568766276
1979-05-23,Upper Sacramento River,55.101261138916016,12.834033966064453
1979-05-24,Clear Creek,51.99492645263672,11.108292473687065
1979-05-24,Cottonwood Creek,58.81769943237305,14.898721906873915
1979-05-24,Upper Sacramento River,54.84795379638672,12.693307664659288
1979-05-25,Clear Creek,53.1127815246582,11.729323069254557
1979-05-25,Cottonwood Creek,59.3775634765625,15.209757486979166
1979-05-25,Upper Sacramento River,55.47001647949219,13.038898044162327
