month,year,habitat_sqm,scenario,lifestage,run
10,1996,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
10,1997,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
10,1998,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
10,1999,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
10,2000,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
11,1979,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
11,1980,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
11,1981,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
11,1982,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
11,1983,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
11,1984,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
11,1985,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
11,1986,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
11,1987,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
11,1988,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
11,1989,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
11,1990,6436.383371159619,baseline_action5_2026-03-01,spawn,winter
11,1991,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
11,1992,7052.489036443831,baseline_action5_2026-03-01,spawn,winter
11,1993,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
11,1994,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
11,1995,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
11,1996,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
11,1997,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
11,1998,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
11,1999,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
11,2000,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
12,1979,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
12,1980,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
12,1981,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
12,1982,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
12,1983,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
12,1984,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
12,1985,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
12,1986,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
12,1987,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
12,1988,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
12,1989,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
12,1990,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
12,1991,6706.145978311716,baseline_action5_2026-03-01,spawn,winter
12,1992,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
12,1993,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
12,1994,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
12,1995,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
12,1996,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
12,1997,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
12,1998,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
12,1999,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
12,2000,6080.703938163678,baseline_action5_2026-03-01,spawn,winter
1,1980,72526.23039604606,baseline_action5_2026-03-01,juv,winter
1,1981,72526.23039604606,baseline_action5_2026-03-01,juv,winter
1,1982,72526.23039604606,baseline_action5_2026-03-01,juv,winter
1,1983,72526.23039604606,baseline_action5_2026-03-01,juv,winter
1,1984,72526.23039604606,baseline_action5_2026-03-01,juv,winter
1,1985,72526.23039604606,baseline_action5_2026-03-01,juv,winter
1,1986,72526.23039604606,baseline_action5_2026-03-01,juv,winter
1,1987,72526.23039604606,baseline_action5_2026-03-01,juv,winter
1,1988,72526.23039604606,baseline_action5_2026-03-01,juv,winter
1,1989,72526.23039604606,baseline_action5_2026-03-01,juv,winter
1,1990,72526.23039604606,baseline_action5_2026-03-01,juv,winter
1,1991,72526.23039604606,baseline_action5_2026-03-01,juv,winter
1,1992,72526.23039604606,baseline_action5_2026-03-01,juv,winter
1,1993,72526.23039604606,baseline_action5_2026-03-01,juv,winter
1,1994,72526.23039604606,baseline_action5_2026-03-01,juv,winter
1,1995,72526.23039604606,baseline_action5_2026-03-01,juv,winter
1,1996,72526.23039604606,baseline_action5_2026-03-01,juv,winter
1,1997,72526.23039604606,baseline_action5_2026-03-01,juv,winter
1,1998,72526.23039604606,baseline_action5_2026-03-01,juv,winter
1,1999,72526.23039604606,baseline_action5_2026-03-01,juv,winter
1,2000,72526.23039604606,baseline_action5_2026-03-01,juv,winter
2,1980,72526.23039604606,baseline_action5_2026-03-01,juv,winter
2,1981,72526.23039604606,baseline_action5_2026-03-01,juv,winter
2,1982,72526.23039604606,baseline_action5_2026-03-01,juv,winter
2,1983,72526.23039604606,baseline_action5_2026-03-01,juv,winter
2,1984,72526.23039604606,baseline_action5_2026-03-01,juv,winter
2,1985,72526.23039604606,baseline_action5_2026-03-01,juv,winter
2,1986,72526.23039604606,baseline_action5_2026-03-01,juv,winter
2,1987,72526.23039604606,baseline_action5_2026-03-01,juv,winter
2,1988,72526.23039604606,baseline_action5_2026-03-01,juv,winter
2,1989,72526.23039604606,baseline_action5_2026-03-01,juv,winter
2,1990,72526.23039604606,baseline_action5_2026-03-01,juv,winter
2,1991,72526.23039604606,baseline_action5_2026-03-01,juv,winter
2,1992,72526.23039604606,baseline_action5_2026-03-01,juv,winter
2,1993,72526.23039604606,baseline_action5_2026-03-01,juv,winter
2,1994,72526.23039604606,baseline_action5_2026-03-01,juv,winter
2,1995,72526.23039604606,baseline_action5_2026-03-01,juv,winter
2,1996,72526.23039604606,baseline_action5_2026-03-01,juv,winter
2,1997,72526.23039604606,baseline_action5_2026-03-01,juv,winter
2,1998,72526.23039604606,baseline_action5_2026-03-01,juv,winter
2,1999,72526.23039604606,baseline_action5_2026-03-01,juv,winter
2,2000,72526.23039604606,baseline_action5_2026-03-01,juv,winter
3,1980,72526.23039604606,baseline_action5_2026-03-01,juv,winter
3,1981,72526.23039604606,baseline_action5_2026-03-01,juv,winter
3,1982,72526.23039604606,baseline_action5_2026-03-01,juv,winter
3,1983,72526.23039604606,baseline_action5_2026-03-01,juv,winter
3,1984,72526.23039604606,baseline_action5_2026-03-01,juv,winter
3,1985,72526.23039604606,baseline_action5_2026-03-01,juv,winter
3,1986,72526.23039604606,baseline_action5_2026-03-01,juv,winter
3,1987,72526.23039604606,baseline_action5_2026-03-01,juv,winter
3,1988,72526.23039604606,baseline_action5_2026-03-01,juv,winter
3,1989,72526.23039604606,baseline_action5_2026-03-01,juv,winter
3,1990,72526.23039604606,baseline_action5_2026-03-01,juv,winter
3,1991,72526.23039604606,baseline_action5_2026-03-01,juv,winter
3,1992,72526.23039604606,baseline_action5_2026-03-01,juv,winter
3,1993,72526.23039604606,baseline_action5_2026-03-01,juv,winter
3,1994,72526.23039604606,baseline_action5_2026-03-01,juv,winter
3,1995,72526.23039604606,baseline_action5_2026-03-01,juv,winter
3,1996,72526.23039604606,baseline_action5_2026-03-01,juv,winter
3,1997,72526.23039604606,baseline_action5_2026-03-01,juv,winter
3,1998,72526.23039604606,baseline_action5_2026-03-01,juv,winter
3,1999,72526.23039604606,baseline_action5_2026-03-01,juv,winter
3,2000,72526.23039604606,baseline_action5_2026-03-01,juv,winter
4,1980,72526.23039604606,baseline_action5_2026-03-01,juv,winter
4,1981,72526.23039604606,baseline_action5_2026-03-01,juv,winter
4,1982,72526.23039604606,baseline_action5_2026-03-01,juv,winter
4,1983,72526.23039604606,baseline_action5_2026-03-01,juv,winter
4,1984,72526.23039604606,baseline_action5_2026-03-01,juv,winter
4,1985,72526.23039604606,baseline_action5_2026-03-01,juv,winter
4,1986,72526.23039604606,baseline_action5_2026-03-01,juv,winter
4,1987,72526.23039604606,baseline_action5_2026-03-01,juv,winter
4,1988,72526.23039604606,baseline_action5_2026-03-01,juv,winter
4,1989,72526.23039604606,baseline_action5_2026-03-01,juv,winter
4,1990,72526.23039604606,baseline_action5_2026-03-01,juv,winter
4,1991,72526.23039604606,baseline_action5_2026-03-01,juv,winter
4,1992,72526.23039604606,baseline_action5_2026-03-01,juv,winter
4,1993,72526.23039604606,baseline_action5_2026-03-01,juv,winter
4,1994,72526.23039604606,baseline_action5_2026-03-01,juv,winter
4,1995,72526.23039604606,baseline_action5_2026-03-01,juv,winter
4,1996,72526.23039604606,baseline_action5_2026-03-01,juv,winter
4,1997,72526.23039604606,baseline_action5_2026-03-01,juv,winter
4,1998,72526.23039604606,baseline_action5_2026-03-01,juv,winter
4,1999,72526.23039604606,baseline_action5_2026-03-01,juv,winter
4,2000,72526.23039604606,baseline_action5_2026-03-01,juv,winter
5,1980,72526.23039604606,baseline_action5_2026-03-01,juv,winter
5,1981,72526.23039604606,baseline_action5_2026-03-01,juv,winter
5,1982,72526.23039604606,baseline_action5_2026-03-01,juv,winter
5,1983,72526.23039604606,baseline_action5_2026-03-01,juv,winter
5,1984,72526.23039604606,baseline_action5_2026-03-01,juv,winter
5,1985,72526.23039604606,baseline_action5_2026-03-01,juv,winter
5,1986,72526.23039604606,baseline_action5_2026-03-01,juv,winter
5,1987,72526.23039604606,baseline_action5_2026-03-01,juv,winter
5,1988,72526.23039604606,baseline_action5_2026-03-01,juv,winter
5,1989,72526.23039604606,baseline_action5_2026-03-01,juv,winter
5,1990,79738.60530322923,baseline_action5_2026-03-01,juv,winter
5,1991,72526.23039604606,baseline_action5_2026-03-01,juv,winter
5,1992,72526.23039604606,baseline_action5_2026-03-01,juv,winter
5,1993,72526.23039604606,baseline_action5_2026-03-01,juv,winter
5,1994,72526.23039604606,baseline_action5_2026-03-01,juv,winter
5,1995,72526.23039604606,baseline_action5_2026-03-01,juv,winter
5,1996,72526.23039604606,baseline_action5_2026-03-01,juv,winter
5,1997,72526.23039604606,baseline_action5_2026-03-01,juv,winter
5,1998,72526.23039604606,baseline_action5_2026-03-01,juv,winter
5,1999,72526.23039604606,baseline_action5_2026-03-01,juv,winter
5,2000,72526.23039604606,baseline_action5_2026-03-01,juv,winter
6,1980,72526.23039604606,baseline_action5_2026-03-01,juv,winter
6,1981,74086.81366439998,baseline_action5_2026-03-01,juv,winter
6,1982,72526.23039604606,baseline_action5_2026-03-01,juv,winter
6,1983,72526.23039604606,baseline_action5_2026-03-01,juv,winter
6,1984,72526.23039604606,baseline_action5_2026-03-01,juv,winter
6,1985,79864.14520940624,baseline_action5_2026-03-01,juv,winter
6,1986,72526.23039604606,baseline_action5_2026-03-01,juv,winter
6,1987,81716.51513743798,baseline_action5_2026-03-01,juv,winter
6,1988,72526.23039604606,baseline_action5_2026-03-01,juv,winter
6,1989,72526.23039604606,baseline_action5_2026-03-01,juv,winter
6,1990,72526.23039604606,baseline_action5_2026-03-01,juv,winter
6,1991,72526.23039604606,baseline_action5_2026-03-01,juv,winter
6,1992,100498.65370428716,baseline_action5_2026-03-01,juv,winter
6,1993,72526.23039604606,baseline_action5_2026-03-01,juv,winter
6,1994,72764.42345279166,baseline_action5_2026-03-01,juv,winter
6,1995,72526.23039604606,baseline_action5_2026-03-01,juv,winter
6,1996,72526.23039604606,baseline_action5_2026-03-01,juv,winter
6,1997,72526.23039604606,baseline_action5_2026-03-01,juv,winter
6,1998,72526.23039604606,baseline_action5_2026-03-01,juv,winter
6,1999,72526.23039604606,baseline_action5_2026-03-01,juv,winter
6,2000,72526.23039604606,baseline_action5_2026-03-01,juv,winter
7,1980,72526.23039604606,baseline_action5_2026-03-01,juv,winter
7,1981,89179.34130194891,baseline_action5_2026-03-01,juv,winter
7,1982,72526.23039604606,baseline_action5_2026-03-01,juv,winter
7,1983,72526.23039604606,baseline_action5_2026-03-01,juv,winter
7,1984,72526.23039604606,baseline_action5_2026-03-01,juv,winter
7,1985,96108.19875363997,baseline_action5_2026-03-01,juv,winter
7,1986,74469.62635986895,baseline_action5_2026-03-01,juv,winter
7,1987,75078.34567558557,baseline_action5_2026-03-01,juv,winter
